case_index	run_label	matrix_stage	initialization_family	kernel	max_superdroplets	collision_timestep_s	observation_timestep_s	end_time_s	model_threads	member_index	initialization_seed	collision_seed	controlled_bundle_label
352	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m052	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	52	not_applicable	5364604030661280604	golovin_controlled_highres_N131072_v1
353	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m053	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	53	not_applicable	11412967991123708609	golovin_controlled_highres_N131072_v1
354	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m054	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	54	not_applicable	3126372684539817889	golovin_controlled_highres_N131072_v1
355	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m055	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	55	not_applicable	10960866407545115878	golovin_controlled_highres_N131072_v1
356	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m056	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	56	not_applicable	17707427227236485044	golovin_controlled_highres_N131072_v1
357	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m057	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	57	not_applicable	17742949349570407987	golovin_controlled_highres_N131072_v1
358	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m058	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	58	not_applicable	9342664049643312563	golovin_controlled_highres_N131072_v1
359	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m059	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	59	not_applicable	6939584650261854914	golovin_controlled_highres_N131072_v1
360	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m060	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	60	not_applicable	5384740026811082450	golovin_controlled_highres_N131072_v1
361	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m061	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	61	not_applicable	2432146286873894371	golovin_controlled_highres_N131072_v1
362	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m062	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	62	not_applicable	16953358735746084485	golovin_controlled_highres_N131072_v1
363	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m063	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	63	not_applicable	11435449674281778758	golovin_controlled_highres_N131072_v1
364	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m064	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	64	not_applicable	8259866446501251241	golovin_controlled_highres_N131072_v1
365	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m065	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	65	not_applicable	9314327123007289947	golovin_controlled_highres_N131072_v1
366	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m066	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	66	not_applicable	12028191402542849583	golovin_controlled_highres_N131072_v1
367	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m067	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	67	not_applicable	3723649683533739315	golovin_controlled_highres_N131072_v1
368	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m068	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	68	not_applicable	13212848468507374283	golovin_controlled_highres_N131072_v1
369	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m069	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	69	not_applicable	5823996282933048156	golovin_controlled_highres_N131072_v1
370	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m070	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	70	not_applicable	15963986386003594361	golovin_controlled_highres_N131072_v1
371	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m071	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	71	not_applicable	7536941216435786690	golovin_controlled_highres_N131072_v1
372	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m072	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	72	not_applicable	9370794543914530912	golovin_controlled_highres_N131072_v1
373	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m073	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	73	not_applicable	14329408365881551907	golovin_controlled_highres_N131072_v1
374	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m074	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	74	not_applicable	5439206040829361141	golovin_controlled_highres_N131072_v1
375	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m075	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	75	not_applicable	1315844283639006077	golovin_controlled_highres_N131072_v1
376	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m076	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	76	not_applicable	5882612444882601880	golovin_controlled_highres_N131072_v1
377	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m077	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	77	not_applicable	4889468853274766514	golovin_controlled_highres_N131072_v1
378	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m078	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	78	not_applicable	5370223534626497708	golovin_controlled_highres_N131072_v1
379	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m079	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	79	not_applicable	13783655790048719311	golovin_controlled_highres_N131072_v1
380	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m080	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	80	not_applicable	9976742100509331608	golovin_controlled_highres_N131072_v1
381	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m081	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	81	not_applicable	388009076073027310	golovin_controlled_highres_N131072_v1
382	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m082	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	82	not_applicable	5754995722513945934	golovin_controlled_highres_N131072_v1
383	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m083	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	83	not_applicable	5451403301843439330	golovin_controlled_highres_N131072_v1
384	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m084	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	84	not_applicable	2927242268390482050	golovin_controlled_highres_N131072_v1
385	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m085	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	85	not_applicable	11210046449172059241	golovin_controlled_highres_N131072_v1
386	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m086	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	86	not_applicable	17715576502446088424	golovin_controlled_highres_N131072_v1
387	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m087	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	87	not_applicable	1591370348660135145	golovin_controlled_highres_N131072_v1
388	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m088	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	88	not_applicable	14626616567180110187	golovin_controlled_highres_N131072_v1
389	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m089	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	89	not_applicable	3902070208179364242	golovin_controlled_highres_N131072_v1
390	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m090	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	90	not_applicable	14756556273323562899	golovin_controlled_highres_N131072_v1
391	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m091	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	91	not_applicable	16215991629759303075	golovin_controlled_highres_N131072_v1
392	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m092	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	92	not_applicable	12181674257735896402	golovin_controlled_highres_N131072_v1
393	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m093	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	93	not_applicable	5873042661447198676	golovin_controlled_highres_N131072_v1
394	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m094	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	94	not_applicable	12831969271026003814	golovin_controlled_highres_N131072_v1
395	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m095	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	95	not_applicable	16981201334344301035	golovin_controlled_highres_N131072_v1
396	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m096	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	96	not_applicable	3357143014187014753	golovin_controlled_highres_N131072_v1
397	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m097	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	97	not_applicable	8031924085038662267	golovin_controlled_highres_N131072_v1
398	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m098	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	98	not_applicable	14047219807134508441	golovin_controlled_highres_N131072_v1
399	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m099	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	99	not_applicable	15498239181135180245	golovin_controlled_highres_N131072_v1
