lower_max_superdroplets,upper_max_superdroplets,time_s,metric,lower_n_members,upper_n_members,estimated_difference_lower_minus_upper,95ci_low,95ci_high,equivalence_margin,equivalence_pass
8192,16384,600.0,golovin_relative_error_radius_moment_0_m3,20,20,-0.002512170592829183,-0.009808387161648006,0.0047840459759896405,0.05,True
8192,16384,600.0,golovin_relative_error_radius_moment_6_um6_m3,20,20,-0.0001970595796947413,-0.02140938040418852,0.021015261244799036,0.1,True
8192,16384,1200.0,ensemble_mean_l1_bins_250,20,20,0.007172443745717669,0.0005442089055228045,0.022758333896224534,0.01,False
8192,16384,1200.0,ensemble_mean_l1_bins_500,20,20,0.01802115101776963,0.00831964074200378,0.034917449605755796,0.01,False
8192,16384,1200.0,ensemble_mean_l1_bins_1000,20,20,0.02631444567622456,0.014613125886662647,0.0468998505072103,0.01,False
8192,16384,1200.0,golovin_relative_error_radius_moment_0_m3,20,20,-0.006990410907037803,-0.016730079060464323,0.002749257246388718,0.05,True
8192,16384,1200.0,golovin_relative_error_radius_moment_6_um6_m3,20,20,-0.01016453517998369,-0.04557717601104687,0.02524810565107949,0.1,True
8192,16384,1800.0,ensemble_mean_l1_bins_250,20,20,0.008097837046189594,0.0008772209743498118,0.02522544301728108,0.01,False
8192,16384,1800.0,ensemble_mean_l1_bins_500,20,20,0.009395952468193379,0.0030744692626389633,0.029494414613563443,0.01,False
8192,16384,1800.0,ensemble_mean_l1_bins_1000,20,20,0.013296480661178625,0.0062104356259121115,0.040601973242537136,0.01,False
8192,16384,1800.0,golovin_relative_error_radius_moment_0_m3,20,20,-0.006717592816539331,-0.017355925670200882,0.003920740037122223,0.05,True
8192,16384,1800.0,golovin_relative_error_radius_moment_6_um6_m3,20,20,0.005733307369330171,-0.0361116361998251,0.047578250938485445,0.1,True
8192,16384,2400.0,ensemble_mean_l1_bins_250,20,20,0.00655679917169695,-0.0024141177267038177,0.02663431851564038,0.01,False
8192,16384,2400.0,ensemble_mean_l1_bins_500,20,20,0.013919409604872882,0.005531081567076413,0.03583277423583742,0.01,False
8192,16384,2400.0,ensemble_mean_l1_bins_1000,20,20,0.01758862287734382,0.008196731061040269,0.045530960715479955,0.01,False
8192,16384,2400.0,golovin_relative_error_radius_moment_0_m3,20,20,-0.006472918878586393,-0.01756563749753635,0.004619799740363564,0.05,True
8192,16384,2400.0,golovin_relative_error_radius_moment_6_um6_m3,20,20,0.012915696735693889,-0.040830713362687135,0.0666621068340749,0.1,True
8192,16384,3000.0,ensemble_mean_l1_bins_250,20,20,-0.000738514804586414,-0.007293179521928672,0.024971062216799105,0.01,False
8192,16384,3000.0,ensemble_mean_l1_bins_500,20,20,0.008638523979186172,0.0004702116953632799,0.03552724901650262,0.01,False
8192,16384,3000.0,ensemble_mean_l1_bins_1000,20,20,0.01614780890319846,0.006457095276053356,0.050287548459756866,0.01,False
8192,16384,3000.0,golovin_relative_error_radius_moment_0_m3,20,20,-0.008157827083909252,-0.019584258036338262,0.003268603868519758,0.05,True
8192,16384,3000.0,golovin_relative_error_radius_moment_6_um6_m3,20,20,0.006531692003786331,-0.05344806930427865,0.06651145331185132,0.1,True
8192,16384,3600.0,ensemble_mean_l1_bins_250,20,20,0.006166486624253113,-0.003411519510666251,0.033436540673401474,0.01,False
8192,16384,3600.0,ensemble_mean_l1_bins_500,20,20,0.011932855372458952,0.0009584069951536337,0.04092399116837629,0.01,False
8192,16384,3600.0,ensemble_mean_l1_bins_1000,20,20,0.019082218070675658,0.006874002179522798,0.055400195424778954,0.01,False
8192,16384,3600.0,golovin_relative_error_radius_moment_0_m3,20,20,-0.007906238931609915,-0.01924837030853816,0.003435892445318332,0.05,True
8192,16384,3600.0,golovin_relative_error_radius_moment_6_um6_m3,20,20,0.032114395572611906,-0.04853693210362828,0.11276572324885209,0.1,False
