matrix_stage,initialization_family,kernel,max_superdroplets,collision_timestep_s,observation_timestep_s,end_time_s,time_s,metric,n_total,n_valid,mean,sample_standard_deviation,standard_error,student_ci_low,student_ci_high,bootstrap_ci_low,bootstrap_ci_high,coefficient_of_variation
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,fixed_bin_mass_above_range_fraction_bins_500,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,fixed_bin_mass_above_range_fraction_bins_1000,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,golovin_fixed_bin_l1_relative,5,5,0.13145782196807282,0.004979814865310567,0.0022270409108396776,0.12527456513209675,0.13764107880404888,0.12743630251062613,0.13520806656079776,0.03788146487411008
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,golovin_fixed_bin_l1_relative_bins_250,5,5,0.09064356584535473,0.005139281095465164,0.002298356376987939,0.08426230553246643,0.09702482615824302,0.08635301630321571,0.09447425846422848,0.056697693295001156
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,golovin_fixed_bin_l1_relative_bins_500,5,5,0.13145782196807282,0.004979814865310567,0.0022270409108396776,0.12527456513209675,0.13764107880404888,0.12743630251062613,0.13520806656079776,0.03788146487411008
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,golovin_fixed_bin_l1_relative_bins_1000,5,5,0.18712301044987226,0.003882854682087044,0.0017364654031799928,0.18230180958086786,0.19194421131887665,0.1841658650364388,0.19007229213767188,0.02075027904239072
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,radius_moment_0_m3,5,5,558962.9749898872,6546.892261785617,2927.8592277439975,550833.9345683092,567092.0154114652,553980.3540931302,564171.5966004545,0.011712568729447714
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,radius_moment_3_um3_m3,5,5,238740390168.9856,201.53836899069475,90.13069862752582,238740389918.74265,238740390419.22855,238740389986.55283,238740390318.52753,8.441737439066826e-10
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,radius_moment_6_um6_m3,5,5,2.9918060549899197e+18,9.062192575834338e+16,4.052735724951899e+16,2.8792840723278904e+18,3.104328037651949e+18,2.9214522099536517e+18,3.062159900026188e+18,0.030290040227440047
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,golovin_relative_error_radius_moment_0_m3,5,5,-0.008500443691976067,0.011613006698474655,0.005193494480189946,-0.0229198960203712,0.005919008636419067,-0.01733871497188506,0.0007387121142692354,1.3661647696621613
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,golovin_relative_error_radius_moment_3_um3_m3,5,5,2.972982553375303e-05,8.441988332372526e-10,3.7753719552890113e-10,2.9728777322454475e-05,2.9730873745051586e-05,2.972906136400333e-05,2.9730442344622077e-05,2.839568743108876e-05
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,golovin_relative_error_radius_moment_6_um6_m3,5,5,-0.005582863132344818,0.030120935078577056,0.013470491676311253,-0.042982943811646815,0.03181721754695718,-0.028967089202718333,0.017801362938028698,5.395248703853892
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,liquid_water_gm3,5,5,0.9982363477928633,8.426848895789811e-10,3.7686013934210116e-10,0.9982363467465318,0.9982363488391948,0.998236347030064,0.9982363484085681,8.441737184206805e-10
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,relative_liquid_mass_drift,5,5,3.7724501300573365e-10,8.441737040475068e-10,3.7752595741360287e-10,-6.709350835403746e-10,1.4254251095518419e-09,-3.8690204373637014e-10,9.940375189643191e-10,2.237733236872972
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,mass_fraction_r_ge_cloud_threshold,5,5,0.9711618495748697,0.000756210000830286,0.0003381873934243384,0.9702228908417572,0.9721008083079823,0.9705659779938186,0.9717167929927815,0.0007786652669288031
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,mass_fraction_r_ge_large_threshold,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,mass_fraction_r_ge_onset_threshold,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,mass_weighted_radius_q99_um,5,5,432.3530212402344,3.9208618130523254,1.7534627088736143,427.4846282850354,437.2214141954334,429.18552856445314,435.3273620605469,0.009068658296419587
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,fixed_bin_mass_below_range_fraction,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,fixed_bin_mass_above_range_fraction,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,fixed_bin_mass_below_range_fraction_bins_250,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,fixed_bin_mass_below_range_fraction_bins_500,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,fixed_bin_mass_below_range_fraction_bins_1000,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,fixed_bin_mass_above_range_fraction_bins_250,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,fixed_bin_mass_above_range_fraction_bins_500,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1799.9999523162842,fixed_bin_mass_above_range_fraction_bins_1000,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,2099.9999046325684,golovin_fixed_bin_l1_relative,5,5,0.1340459074958008,0.009813089429051859,0.004388547006528911,0.12186134764059318,0.14623046735100842,0.1271333446551456,0.14280739016357563,0.07320693046417152
